latitude,longitude,nwk
0.281867,-76.930397,2
0.290556,41.712778,0
0.303728,41.436256,4
0.320082,41.748206,0
0.320082,41.748206,7
0.320082,41.748206,23
0.320082,41.748206,0
0.320218,41.748319,6.5
0.325732,-76.878675,15
0.350963,40.872669,11
0.352,40.872,3
0.352,40.872,6
0.352934,40.871408,4
0.377139,36.788443,0
0.410556,41.009723,2
0.411297,41.008894,16
0.425278,-76.905278,2
0.435826,-75.527653,1
0.435951,-75.52767,2
0.435951,-75.52767,0
0.488445,29.458843,0
0.490287,29.469831,0
0.497412,-76.492367,0
0.4997,-76.500404,2
0.501931,-76.497517,0
0.515119,42.07264,30
0.515556,42.073333,9
0.515556,42.073333,0
0.515556,42.073333,0
0.515556,42.073333,4
0.516667,-76.5,8
0.529675,-76.850441,1
0.533333,101.45,13
0.533333,101.45,6
0.594324,34.552985,50
0.617239,29.907868,56
0.663285,-76.870705,0
0.666111,-76.870833,0
0.666111,-76.870833,0
0.667404,-76.872926,0
0.671342,41.832576,0
0.695675,34.464978,0
0.697185,29.522309,3
0.732717,39.172339,0
0.781083,127.38132,0
0.781083,127.38132,0
0.783333,127.366667,12.6666666667
0.869892,-73.841906,2
0.869892,-73.841906,4
0.882194,-77.5062,0
1.01908,35.002305,1
1.029444,-76.616389,1
1.045626,104.030454,0
1.052069,-76.631163,5
1.053255,104.030685,25
1.053889,99.730278,0
1.065612,-76.315949,0
1.065854,-76.317414,0
1.08722,-77.62245,7
1.100127,-75.400047,8
1.10091,-75.40091,3
1.116195,44.031816,2
1.116195,44.031816,0
1.202106,-76.916983,8
1.211933,-77.982468,7
1.246,-78.11531,11
1.283333,-77.466667,6
1.29606,-75.755333,8
1.336992,-71.952474,29
1.336992,-71.952474,0
1.337977,-77.591224,20
1.35,-77.6,0
1.359962,29.057461,87
1.406396,-75.453903,7
1.434603,-78.448545,0
1.491701,124.842843,0
1.491701,124.842843,0
1.513648,-78.677878,11
1.586089,-78.663664,5
1.58855,42.459645,1
1.628118,-77.459456,6
1.636047,40.308863,6
1.642231,-77.816391,1
1.65583,-78.1653,6
1.7,44.6833,0
1.7,44.6833,4
1.704518,44.691181,0
1.714803,44.77,3
1.714833,44.77,4
1.714833,44.77,1
1.714833,44.77,1
1.714833,44.77,0
1.714833,44.77,3
1.71594,44.7716,1
1.71594,44.77166,2
1.7167,44.770131,14
1.722171,44.769288,1
1.748271,40.058114,1
1.748443,40.058357,4
1.748839,40.058633,3
1.748839,40.058633,4
1.748839,40.058633,4
1.748839,40.058633,1
1.748839,40.058633,4
1.748839,40.058633,0
1.748839,40.058633,18
1.749422,40.05913,5
1.75,44.583333,2
1.75,44.75,0
1.757806,44.524398,3
1.781386,44.719677,0
1.789236,44.528911,2
1.79,44.53,3
1.801428,-77.168663,0
1.803799,-77.168663,0
1.806567,-78.76485,79
1.806667,-78.764722,1
1.806667,-78.764722,2
1.806667,-78.764722,12
1.807209,-78.769583,0
1.807766,44.694179,3
1.807766,44.694179,3
1.807852,44.694136,3
1.807981,-78.768396,0
1.808324,44.694389,0
1.808324,44.694389,16
1.809844,-78.764763,0
1.809844,-78.764763,3
1.813128,-78.754227,0
1.820559,-75.885346,3
1.849593,44.332555,1
1.854722,44.628333,0
1.854992,44.813004,1
1.855555,44.293141,1
1.876646,44.247902,5
1.876646,44.247902,5
1.876646,44.247902,6
1.876646,44.247902,0
1.876646,44.247902,1
1.876646,44.247902,0
1.876646,44.247902,0
1.878326,44.241085,0
1.883816,44.268551,0
1.91417,-75.145,3
1.977247,73.536103,2
1.979591,44.832605,14
10.010366,77.476812,1
10.030048,123.231727,1
10.105542,7.904139,1
10.106064,11.109513,2
10.12225,9.481139,1
10.158959,8.133856,1
10.17425,118.871331,0
10.179274,-61.64929,0
10.246409,11.161736,1
10.26622,7.113044,14
10.266403,13.264611,6
10.266667,13.266667,20
10.266667,13.266667,1
10.266667,13.266667,5
10.266667,13.266667,3
10.266667,13.266667,6
10.266667,13.266667,25
10.266667,13.266667,0
10.266667,13.266667,20
10.266667,13.266667,2
10.266667,13.266667,4
10.266718,13.266615,10
10.266759,13.284566,1
10.269908,11.166559,1
10.282356,11.174754,12
10.2824,11.17479,1
10.2824,11.17479,11
10.2824,11.17479,16
10.2824,11.17479,3
10.2824,11.17479,0
10.2824,11.17479,2
10.2824,11.17479,3
10.2824,11.17479,12
10.2824,11.17479,0
10.2824,11.17479,0
10.2824,11.17479,0
10.2824,11.17479,0
10.2824,11.17479,0
10.28266,11.174785,3
10.283333,9.783333,16
10.283333,9.783333,0
10.287221,11.167892,1
10.3,29.983333,0
10.306418,119.255836,2
10.308963,9.844912,0
10.309264,9.845023,0
10.30982,9.845172,0
10.30982,9.845172,9
10.30982,9.845172,11
10.30982,9.845172,51
10.30982,9.845172,2
10.30982,9.845172,1
10.314244,9.843206,1
10.315699,123.885437,2
10.319474,123.019802,18
10.324286,7.6833,4
10.3725,123.123611,0
10.383319,77.988854,1
10.38531,8.573466,10
10.387337,-75.519663,0
10.393822,47.763756,1
10.4,6.616667,1
10.439313,9.822798,3
10.455957,12.395637,12
10.464831,23.294654,22
10.473523,-84.016742,1
10.478341,23.307334,20
10.485119,12.42822,4
10.49241,124.741302,0
10.506041,7.432823,2
10.51164,7.425968,4
10.51518,7.433712,0
10.516601,7.433333,0
10.516667,7.433333,0
10.516667,7.433333,1
10.516667,7.433333,1
10.516667,7.433333,1
10.516667,7.433333,3
10.516667,7.433333,0
10.516667,7.433333,3
10.516667,7.433333,52
10.516667,7.433333,29
10.516667,7.433333,0
10.516667,7.433333,2
10.516667,7.433333,103
10.51684,7.433304,2
10.51684,7.433304,1
10.51684,7.433304,1
10.51684,7.433304,3
10.51684,7.433304,0
10.526863,7.464593,1
10.529722,7.379167,1
10.5726,12.15829,19
10.5765,7.450348,5
10.601242,104.236682,2
10.607992,123.885775,2
10.611007,12.194982,0
10.6111,12.195,10
10.6111,12.195,1
10.6111,12.195,4
10.6111,12.195,2
10.611344,12.194896,0
10.637109,10.08073,1
10.637109,10.08073,5
10.637109,10.08073,0
10.637109,10.08073,1
10.648243,-61.198443,0
10.649982,122.233303,1
10.651836,122.233357,0
10.653802,11.085038,5
10.654797,12.907004,2
10.657376,12.906142,2
10.664151,122.993317,0
10.666301,6.534069,3
10.666667,-61.516667,14
10.666667,-61.516667,0
10.667651,6.533296,6
10.676803,35.334349,4
10.679504,119.570503,0
10.686149,13.269597,4.34
10.688703,79.848931,0
10.722177,122.268599,0
10.725533,122.55248,1
10.727466,122.557525,1
10.73291,122.53176,1
10.743259,11.689053,0
10.74627,13.415248,6
10.747054,121.942306,0
10.750499,13.215161,4.34
10.750793,122.565555,0
10.783333,122.3,6
10.798884,26.485084,3
10.800305,29.85,22.75
10.800305,29.85,22.75
10.801944,13.578889,11
10.804628,13.459847,3
10.816635,7.566661,43
10.817626,119.499057,1
10.840278,123.499167,4
10.84888,11.43225,0
10.850516,76.271083,0
10.854444,11.431944,1
10.86583,12.84702,10
10.868252,13.250991,4.33
10.869664,12.848608,15
10.869664,12.848608,0
10.869664,12.848608,0
10.88333,13.31667,4.33
10.885618,11.51486,3
10.885618,11.51486,2
10.886003,13.630308,0
10.891721,13.640285,11
10.897831,11.608189,1
10.9,29.9,22.75
10.916619,124.699994,3
10.934722,123.118056,0
10.95739,76.971507,0
10.9833,49.1667,9
10.9833,49.1667,10
10.983832,13.350346,4.33
10.989054,76.84127,0
10.999292,10.410744,4
10.99967,10.408503,4
11.000639,-72.756321,3
11.00346,13.94109,0
11.007421,29.716274,6
11.009443,29.708748,3
11.010791,29.715601,12
11.016663,29.716667,22.75
11.016667,29.716667,29
11.016667,29.716667,1
11.016667,29.716667,10
11.016667,29.716667,3
11.016667,29.716667,70
11.03526,76.995034,0
11.03537,-72.661686,0
11.05083,7.711051,3
11.07313,13.711096,0
11.08015,13.700253,0
11.08192,7.715956,3
11.08192,7.715956,102
11.08192,7.715956,3
11.08192,7.715956,2
11.085621,13.694115,4
11.08666,13.692019,13.33
11.087281,76.939387,0
11.088894,13.68955,2
11.089302,13.688694,2
11.089722,13.688376,9
11.089722,13.688376,1
11.089722,13.688376,12
11.089722,13.688376,4.33
11.089722,13.688376,2
11.089722,13.688376,4
11.095597,33.707926,4
11.09983,-72.53402,0
11.100556,124.685833,0
11.105474,13.673832,0
11.148761,105.829697,1
11.153746,13.728327,30
11.156424,12.757609,7.34
11.157503,12.762843,9
11.15782,12.76046,1
11.15782,12.76046,18
11.15782,12.76046,0
11.15782,12.76046,3.66
11.15782,12.76046,0
11.15782,12.76046,20
11.15782,12.76046,12
11.1597,-72.5856,0
11.166667,26.5,47
11.187278,124.782207,5
11.188,124.782,2
11.198331,29.417752,20
11.199019,29.417932,1
11.209709,119.462254,1.5
11.210278,13.793333,13.34
11.212292,99.51344,0
11.227,122.925,3
11.246031,75.95365,1
11.25,8.4,6
11.25,8.4,3
11.250852,-60.576499,0
11.258753,75.78041,0
11.266667,122.533333,1
11.268889,11.996944,3
11.268889,11.996944,0
11.26889,11.99694,0
11.276667,25.141667,4
11.279595,49.183018,5
11.279595,49.183018,0
11.283333,7.8,1
11.283333,49.183333,2
11.283333,49.183333,9
11.283333,49.183333,1
11.283333,49.183333,47
11.283333,49.183333,0
11.283333,49.183333,0
11.283333,49.183333,0
11.286389,51.076944,1
11.287643,11.307799,2
11.287643,11.307799,0
11.298659,13.672606,8
11.35296,14.21509,2
11.354774,-72.520483,0
11.354774,-72.520483,0
11.354774,-72.520483,0
11.354774,-72.520483,0
11.35521,-72.520483,0
11.3776,-72.239169,0
11.377778,-72.238889,5
11.378289,-72.238173,16
11.379744,-72.243454,3
11.3863,12.9111,20
11.389192,10.389025,14
11.415747,14.238104,4
11.421688,122.667188,0
11.43327,122.597702,1
11.440079,25.149139,9
11.44891,13.002835,2
11.461314,26.124126,4
11.461314,26.124126,1
11.48383,12.3138,30
11.501058,11.93338,2
11.501058,11.93338,58
11.518462,13.684145,20
11.518889,13.684167,1
11.518889,13.684167,71
11.518889,13.684167,24
11.518889,13.684167,39
11.518889,13.684167,12
11.518889,13.684167,13.33
11.518889,13.684167,0
11.518889,13.684167,70
11.520144,13.685689,17
11.525358,13.689381,0
11.528889,123.109444,1
11.531598,-72.275019,0
11.551262,-72.900891,0
11.558831,104.917445,1
11.558831,104.917445,22
11.558831,104.917445,2
11.558831,104.917445,13
11.558831,104.917445,14
11.558831,104.917445,2
11.558831,104.917445,0
11.558831,104.917445,1
11.57,29.86,2
11.607991,125.43285,3
11.62572,13.026333,2
11.645,12.451389,4
11.648532,13.41939,70
11.648532,13.41939,5
11.648544,13.419428,0
11.648864,24.904221,0
11.648864,24.904221,0
11.648864,24.904221,2
11.649722,14.1025,13
11.651575,13.419429,1
11.651641,13.419444,3
11.653917,13.416795,5
11.661944,14.02,18.5
11.661944,14.02,0
11.661944,14.02,4.5
11.667235,9.930258,8
11.667235,9.930258,0
11.667493,9.929714,2
11.674167,10.191111,1
11.674167,10.191111,2
11.675909,12.11569,124
11.675909,12.11569,9.4
11.677222,11.334444,4
11.677222,11.334444,0
11.6775,11.334444,6
11.68359,11.616569,3
11.686459,75.652812,0
11.686784,11.182512,50
11.697542,8.540483,2
11.707217,11.440206,6
11.708931,11.070474,5
11.70896,11.06997,1
11.70896,11.06997,2
11.70896,11.06997,0
11.70896,11.06997,8
11.70896,11.06997,4
11.70896,11.06997,4
11.70896,11.06997,0
11.70896,11.06997,3
11.70896,11.06997,2
11.70896,11.06997,1
11.70896,11.06997,1
11.70896,11.06997,9
11.70896,11.06997,4
11.70896,11.06997,4
11.70896,11.06997,2
11.70896,11.06997,10
11.70896,11.06997,3
11.70896,11.06997,0
11.70896,11.06997,6
11.70896,11.06997,0
11.70896,11.06997,11.5
11.70896,11.06997,0
11.70896,11.06997,14
11.70896,11.06997,0
11.70896,11.06997,0
11.70896,11.06997,0
11.70896,11.06997,0
11.70896,11.06997,11.5
11.70896,11.06997,0
11.708985,11.069953,1
11.709002,11.069953,2
11.712124,122.37462,0
11.72661,75.637538,2
11.72805,13.298986,5
11.74886,11.96603,1
11.74886,11.96603,3
11.74886,11.96603,0
11.74886,11.96603,1
11.74886,11.96603,5
11.74886,11.96603,2
11.74886,11.96603,2
11.74886,11.96603,0
11.74886,11.96603,0
11.74886,11.96603,1
11.74886,11.96603,18
11.74886,11.96603,125
11.74886,11.96603,0
11.74886,11.96603,0
11.74886,11.96603,4
11.74886,11.96603,27
11.74886,11.96603,0
11.74886,11.96603,0
11.74886,11.96603,15
11.748876,11.966041,1
11.748877,11.965996,2
11.75847,12.255149,4
11.769434,11.946801,2
11.770234,124.922361,2
11.797456,12.493327,1
11.800146,13.00189,2
11.800149,9.37161,4
11.80378,12.49035,34
11.80378,12.49035,142
11.805019,13.146036,2
11.808703,12.491619,7
11.814638,13.190456,2
11.81793,13.06962,4
11.81793,13.06962,3
11.822702,102.478187,1
11.829618,13.08344,4
11.83011,13.094355,0
11.830558,13.149063,3
11.832196,32.797658,11
11.832994,13.150364,4
11.833078,13.150921,5
11.833078,13.151121,0
11.833333,13.15,1
